IATA,ICAO,Name,Country,City,UTC,Latitude,Longitude
YDB,CYDB,Burwash Airport,Canada,Burwash Landing,,,
YDC,,Drayton Valley Industrial Airport,Canada,Drayton Valley,,,
YDF,CYDF,Deer Lake Airport,Canada,Deer Lake,,,
YDG,CYID,Digby / Annapolis Regional Airport,Canada,Digby,,,
YDJ,,Hatchet Lake Airport,Canada,Hatchet Lake,,,
YDL,CYDL,Dease Lake Airport,Canada,Dease Lake,,,
YDN,CYDN,Dauphin Barker Airport,Canada,Dauphin,,,
YDO,CYDO,Dolbeau-Saint-Felicien Airport,Canada,Dolbeau-Saint-Felicien,,,
YDP,CYDP,Nain Airport,Canada,Nain,,,
YDQ,CYDQ,Dawson Creek Airport,Canada,Dawson Creek,,,
YDT,CZBB,Boundary Bay Airport,Canada,Delta,,,
YDU,,Kasba Lake Airport,Canada,Kasba Lake,,,
YDV,CZTA,Bloodvein River Airport,Canada,Bloodvein River,,,
YDW,,North of Sixty Airport,Canada,Obre Lake,,,
YEB,,Bar River Airport,Canada,Echo Bay,,,
YEG,CYEG,Edmonton International Airport,Canada,Edmonton,,,
YEI,LTBR,Bursa Yenişehir Airport,Turkey,Yenişehir,,,
YEK,CYEK,Arviat Airport,Canada,Arviat,,,
YEL,CYEL,Elliot Lake Municipal Airport,Canada,Elliot Lake,,,
YEM,CYEM,Manitoulin East Municipal Airport,Canada,Sheguiandah,,,
YEN,CYEN,Estevan Airport,Canada,Estevan,,,
YEO,EGDY,RNAS Yeovilton,United Kingdom,"Yeovil, Somerset",,,
YEQ,,Yenkis(Yankisa) Airport,Papua New Guinea,,,,
YER,CYER,Fort Severn Airport,Canada,Fort Severn,,,
YES,OISY,Yasuj Airport,Iran,Yasuj,,,
YET,CYET,Edson Airport,Canada,Edson,,,
YEU,CYEU,Eureka Airport,Canada,Eureka,,,
YEV,CYEV,Inuvik Mike Zubko Airport,Canada,Inuvik,,,
YEY,CYEY,Amos/Magny Airport,Canada,Amos,,,
YFA,CYFA,Fort Albany Airport,Canada,Fort Albany,,,
YFB,CYFB,Iqaluit Airport,Canada,Iqaluit,,,
YFC,CYFC,Fredericton International Airport,Canada,Fredericton,,,
YFE,CYFE,Forestville Airport,Canada,Forestville,,,
YFG,,Fontanges Airport,Canada,Fontanges,,,
YFH,CYFH,Fort Hope Airport,Canada,Fort Hope,,,
YFI,,Fort Mackay / Firebag,Canada,Suncor Energy Site,,,
YFJ,CYWE,Wekweètì Airport,Canada,Wekweètì,,,
YFO,CYFO,Flin Flon Airport,Canada,Flin Flon,,,
YFR,CYFR,Fort Resolution Airport,Canada,Fort Resolution,,,
YFS,CYFS,Fort Simpson Airport,Canada,Fort Simpson,,,
YFX,,St. Lewis (Fox Harbour) Airport,Canada,St. Lewis,,,
YGB,CYGB,Texada Gillies Bay Airport,Canada,Texada,,,
YGH,CYGH,Fort Good Hope Airport,Canada,Fort Good Hope,,,
YGJ,RJOH,Yonago Kitaro Airport / JASDF Miho Air Base,Japan,Yonago,,,
YGK,CYGK,Kingston Norman Rogers Airport,Canada,Kingston,,,
YGL,CYGL,La Grande Rivière Airport,Canada,La Grande Rivière,,,
YGM,CYGM,Gimli Industrial Park Airport,Canada,Gimli,,,
YGO,CYGO,Gods Lake Narrows Airport,Canada,Gods Lake Narrows,,,
YGP,CYGP,Michel-Pouliot Gaspé Airport,Canada,Gaspé,,,
YGQ,CYGQ,Geraldton Greenstone Regional Airport,Canada,Geraldton,,,
YGR,CYGR,Îles-de-la-Madeleine Airport,Canada,Les Îles-de-la-Madeleine,,,
YGT,CYGT,Igloolik Airport,Canada,Igloolik,,,
YGV,CYGV,Havre-Saint-Pierre Airport,Canada,Havre-Saint-Pierre,,,
YGW,CYGW,Kuujjuarapik Airport,Canada,Kuujjuarapik,,,
YGX,CYGX,Gillam Airport,Canada,Gillam,,,
YGZ,CYGZ,Grise Fiord Airport,Canada,Grise Fiord,,,
YHA,,Port Hope Simpson Airport,Canada,Port Hope Simpson,,,
YHB,CYHB,Hudson Bay Airport,Canada,Hudson Bay,,,
YHD,CYHD,Dryden Regional Airport,Canada,Dryden,,,
YHE,CYHE,Hope Airport / FVRD Regional Airpark,Canada,Hope,,,
YHF,CYHF,Hearst René Fontaine Municipal Airport,Canada,Hearst,,,
YHG,,Charlottetown Airport,Canada,Charlottetown,,,
YHI,CYHI,Ulukhaktok Holman Airport,Canada,Ulukhaktok,,,
YHK,CYHK,Gjoa Haven Airport,Canada,Gjoa Haven,,,
YHM,CYHM,John C. Munro Hamilton International Airport,Canada,Hamilton,,,
YHN,CYHN,Hornepayne Municipal Airport,Canada,Hornepayne,,,
YHO,CYHO,Hopedale Airport,Canada,Hopedale,,,
YHP,CYHP,Poplar Hill Airport,Canada,Poplar Hill,,,
YHR,CYHR,Chevery Airport,Canada,Chevery,,,
YHS,,Sechelt-Gibsons Airport,Canada,Sechelt,,,
YHT,CYHT,Haines Junction Airport,Canada,Haines Junction,,,
YHU,CYHU,Montréal / Saint-Hubert Metropolitan Airport,Canada,Montréal,,,
YHY,CYHY,Hay River / Merlyn Carter Airport,Canada,Hay River,,,
YHZ,CYHZ,Halifax / Stanfield International Airport,Canada,Halifax,,,
YIA,WAHI,Yogyakarta International Airport,Indonesia,Yogyakarta,,,
YIB,CYIB,Atikokan Municipal Airport,Canada,Atikokan,,,
YIC,ZSYC,Yichun Mingyueshan Airport,China,Yichun,,,
YIE,ZBES,Arxan Yi'ershi Airport,China,Arxan,,,
YIF,CYIF,St Augustin Airport,Canada,St-Augustin,,,
YIH,ZHYC,Yichang Sanxia Airport,China,Yichang (Xiaoting),,,
YIK,CYIK,Ivujivik Airport,Canada,Ivujivik,,,
YIN,ZWYN,Ili Yining International Airport,China,Ili (Yining / Ghulja),,,
YIO,CYIO,Pond Inlet Airport,Canada,Pond Inlet,,,
YIP,KYIP,Willow Run Airport,United States of America,Detroit,,,
YIV,CYIV,Island Lake Airport,Canada,Island Lake,,,
YIW,ZSYW,Yiwu Airport,China,Yiwu/Jinhua,,,
YJA,CYJA,Jasper Airport,Canada,Jasper,,,
YJF,CYJF,Fort Liard Airport,Canada,Fort Liard,,,
YJN,CYJN,St Jean Airport,Canada,St Jean,,,
YJP,,Jasper-Hinton Airport,Canada,Hinton,,,
YJS,,Samjiyŏn Airport,North Korea,Samjiyŏn,,,
YJT,CYJT,Stephenville Dymond International Airport,Canada,Stephenville,,,
YKA,CYKA,Kamloops John Moose Fulton Field Regional Airport,Canada,Kamloops,,,
YKC,CYKC,Collins Bay Airport,Canada,Collins Bay,,,
YKD,CYKM,Kincardine Municipal Airport,Canada,Kincardine,,,
YKE,,Knee Lake Airport,Canada,Knee Lake,,,
YKF,CYKF,Region of Waterloo International Airport,Canada,Breslau,,,
YKG,CYAS,Kangirsuk Airport,Canada,Kangirsuk,,,
YKH,ZYYK,Yingkou Lanqi Airport,China,Yingkou (Laobian),,,
YKJ,CYKJ,Key Lake Airport,Canada,Key Lake,,,
YKL,CYKL,Schefferville Airport,Canada,Schefferville,,,
YKM,KYKM,Yakima Air Terminal McAllister Field,United States of America,Yakima,,,
YKN,KYKN,Chan Gurney Municipal Airport,United States of America,Yankton,,,
YKO,LTCW,Hakkari Yüksekova Airport,Turkey,Hakkari,,,
YKQ,CYKQ,Waskaganish Airport,Canada,Waskaganish,,,
YKS,UEEE,Platon Oyunsky Yakutsk International Airport,Russia,Yakutsk,,,
YKU,,Chisasibi Airport,Canada,Chisasibi,,,
YKX,CYKX,Kirkland Lake Airport,Canada,Kirkland Lake,,,
YKY,CYKY,Kindersley Airport,Canada,Kindersley,,,
YLB,CYLB,Lac La Biche Airport,Canada,Lac La Biche,,,
YLC,CYLC,Kimmirut Airport,Canada,Kimmirut,,,
YLD,CYLD,Chapleau Airport,Canada,Chapleau,,,
YLE,,Whatì Airport,Canada,Whatì,,,
YLG,YYAL,Yalgoo Airport,Australia,Yalgoo,,,
YLH,CYLH,Lansdowne House Airport,Canada,Lansdowne House,,,
YLI,EFYL,Ylivieska Airfield,Finland,Ylivieska,,,
YLJ,CYLJ,Meadow Lake Airport,Canada,Meadow Lake,,,
YLK,CYLS,Barrie-Lake Simcoe Regional Airport,Canada,Barrie,,,
YLL,CYLL,Lloydminster Airport,Canada,Lloydminster,,,
YLP,,Mingan Airport,Canada,Longue-Pointe-de-Mingan,,,
YLQ,CYLQ,La Tuque Airport,Canada,La Tuque,,,
YLR,CYLR,Leaf Rapids Airport,Canada,Leaf Rapids,,,
YLS,,Lebel-sur-Quevillon Airport,Canada,Lebel-sur-Quévillon,,,
YLT,CYLT,Alert Airport,Canada,Alert,,,
YLV,UBEE,Yevlakh Airport,Azerbaijan,Yevlakh,,,
YLW,CYLW,Kelowna International Airport,Canada,Kelowna,,,
YLX,ZGYL,Yulin Fumian Airport,China,Yulin,,,
YLY,CYNJ,Langley Airport,Canada,Langley,,,
YMA,CYMA,Mayo Airport,Canada,Mayo,,,
YMB,,Merritt Airport,Canada,Merritt,,,
YME,CYME,Matane Airport,Canada,Matane,,,
YMG,CYMG,Manitouwadge Airport,Canada,Manitouwadge,,,
YMH,CYMH,Mary's Harbour Airport,Canada,Mary's Harbour,,,
YMJ,CYMJ,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Canada,Moose Jaw,,,
YMK,USDK,Mys Kamenny Airport,Russia,Mys Kamennyi,,,
YML,CYML,Charlevoix Airport,Canada,Charlevoix,,,
YMM,CYMM,Fort McMurray International Airport,Canada,Fort McMurray,,,
YMN,CYFT,Makkovik Airport,Canada,Makkovik,,,
YMO,CYMO,Moosonee Airport,Canada,Moosonee,,,
YMP,,Port McNeill Airport,Canada,Port McNeill,,,
YMS,SPMS,Moises Benzaquen Rengifo Airport,Peru,Yurimaguas,,,
YMT,CYMT,Chapais Airport,Canada,Chibougamau,,,
YMV,,Mary River Aerodrome,Canada,Mary River,,,
YMW,CYMW,Maniwaki Airport,Canada,Messines,,,
YMX,CYMX,Montreal Mirabel International Airport,Canada,Montréal,,,
YNA,CYNA,Natashquan Airport,Canada,Natashquan,,,
YNB,OEYN,Prince Abdulmohsen Bin Abdulaziz International Airport,Saudi Arabia,Yanbu,,,
YNC,CYNC,Wemindji Airport,Canada,Wemindji,,,
YND,CYND,Ottawa / Gatineau Airport,Canada,Gatineau,,,
YNE,CYNE,Norway House Airport,Canada,Norway House,,,
YNG,KYNG,Youngstown Warren Regional Airport,United States of America,Youngstown/Warren,,,
YNH,CYNH,Hudson's Hope Airport,Canada,Hudson's Hope,,,
YNJ,ZYYJ,Yanji Chaoyangchuan Airport,China,Yanji,,,
YNL,CYNL,Points North Landing Airport,Canada,Points North Landing,,,
YNM,CYNM,Matagami Airport,Canada,Matagami,,,
YNO,,North Spirit Lake Airport,Canada,North Spirit Lake,,,
YNP,,Natuashish Airport,Canada,Natuashish,,,
YNS,CYHH,Nemiscau Airport,Canada,Nemiscau,,,
YNT,ZSYT,Yantai Penglai International Airport,China,Yantai,,,
YNX,,Snap Lake Airport,Canada,Snap Lake Mine,,,
YNY,RKNY,Yangyang International Airport,South Korea,Gonghang-ro,,,
YNZ,ZSYN,Yancheng Nanyang International Airport,China,Yancheng (Tinghu),,,
YOA,CYOA,Ekati Airport,Canada,Ekati,,,
YOC,CYOC,Old Crow Airport,Canada,Old Crow,,,
YOD,CYOD,CFB Cold Lake,Canada,Cold Lake,,,
YOE,,Donnelly Airport,Canada,Donnelly,,,
YOG,CYKP,Ogoki Post Airport,Canada,Ogoki Post,,,
YOH,CYOH,Oxford House Airport,Canada,Oxford House,,,
YOI,,Opinaca Aerodrome,Canada,Éléonore Mine,,,
YOJ,CYOJ,High Level Airport,Canada,High Level,,,
YOL,DNYO,Yola Airport,Nigeria,Yola,,,
YON,VQTY,Yongphulla Airport,Bhutan,Yongphulla,,,
YOO,CYOO,Oshawa Executive Airport,Canada,Oshawa,,,
YOP,CYOP,Rainbow Lake Airport,Canada,Rainbow Lake,,,
YOS,CYOS,Owen Sound / Billy Bishop Regional Airport,Canada,Owen Sound,,,
YOT,LLYO,Yotvata Airfield,Israel,Yotvata,,,
YOW,CYOW,Ottawa Macdonald-Cartier International Airport,Canada,Ottawa,,,
YPA,CYPA,Prince Albert Glass Field,Canada,Prince Albert,,,
YPB,,Alberni Valley Regional Airport,Canada,Port Alberni,,,
YPC,CYPC,Paulatuk (Nora Aliqatchialuk Ruben) Airport,Canada,Paulatuk,,,
YPD,,Parry Sound Area Municipal Airport,Canada,Parry Sound,,,
YPE,CYPE,Peace River Airport,Canada,Peace River,,,
YPG,CYPG,Portage-la-Prairie / Southport Airport,Canada,Portage la Prairie,,,
YPH,CYPH,Inukjuak Airport,Canada,Inukjuak,,,
YPJ,CYLA,Aupaluk Airport,Canada,Aupaluk,,,
YPL,CYPL,Pickle Lake Airport,Canada,Pickle Lake,,,
YPM,CYPM,Pikangikum Airport,Canada,Pikangikum,,,
YPN,CYPN,Port-Menier Airport,Canada,Port-Menier,,,
YPO,CYPO,Peawanuck Airport,Canada,Peawanuck,,,
YPQ,CYPQ,Peterborough Regional Airport,Canada,Peterborough,,,
YPR,CYPR,Prince Rupert Airport,Canada,Prince Rupert,,,
YPS,CYPD,Port Hawkesbury Airport,Canada,Port Hawkesbury,,,
YPW,CYPW,Powell River Airport,Canada,Powell River,,,
YPX,CYPX,Puvirnituq Airport,Canada,Puvirnituq,,,
YPY,CYPY,Fort Chipewyan Airport,Canada,Fort Chipewyan,,,
YPZ,CYPZ,Burns Lake Airport,Canada,Burns Lake,,,
YQA,CYQA,Muskoka Airport,Canada,Gravenhurst,,,
YQB,CYQB,Quebec Jean Lesage International Airport,Canada,Quebec,,,
YQC,CYHA,Quaqtaq Airport,Canada,Quaqtaq,,,
YQD,CYQD,The Pas Airport,Canada,The Pas,,,
YQF,CYQF,Red Deer Regional Airport,Canada,Springbrook,,,
YQG,CYQG,Windsor International Airport,Canada,Windsor,,,
YQH,CYQH,Watson Lake Airport,Canada,Watson Lake,,,
YQI,CYQI,Yarmouth Airport,Canada,Yarmouth,,,
YQK,CYQK,Kenora Airport,Canada,Kenora,,,
YQL,CYQL,Lethbridge County Airport,Canada,Lethbridge,,,
YQM,CYQM,Greater Moncton Roméo LeBlanc International Airport,Canada,Moncton,,,
YQN,CYQN,Nakina Airport,Canada,Nakina,,,
YQQ,CYQQ,Comox Valley International Airport / CFB Comox,Canada,Comox,,,
YQR,CYQR,Regina International Airport,Canada,Regina,,,
YQS,CYQS,St Thomas Municipal Airport,Canada,St Thomas,,,
YQT,CYQT,Thunder Bay International Airport,Canada,Thunder Bay,,,
YQU,CYQU,Grande Prairie Airport,Canada,Grande Prairie,,,
YQV,CYQV,Yorkton Municipal Airport,Canada,Yorkton,,,
YQW,CYQW,North Battleford Airport,Canada,North Battleford,,,
YQX,CYQX,Gander International Airport,Canada,Gander,,,
YQY,CYQY,Sydney / J.A. Douglas McCurdy Airport,Canada,Sydney,,,
YQZ,CYQZ,Quesnel Airport,Canada,Quesnel,,,
YRA,CYRA,Rae Lakes Airport,Canada,Gamètì,,,
YRB,CYRB,Resolute Bay Airport,Canada,Resolute Bay,,,
YRD,,Dean River Airport,Canada,Kimsquit Valley,,,
YRF,CYCA,Cartwright Airport,Canada,Cartwright,,,
YRG,,Rigolet Airport,Canada,Rigolet,,,
YRI,CYRI,Rivière-du-Loup Airport,Canada,Rivière-du-Loup,,,
YRJ,CYRJ,Roberval Airport,Canada,Roberval,,,
YRL,CYRL,Red Lake Airport,Canada,Red Lake,,,
YRM,CYRM,Rocky Mountain House Airport,Canada,Rocky Mountain House,,,
YRO,CYRO,Ottawa / Rockcliffe Airport,Canada,Ottawa,,,
YRQ,CYRQ,Trois-Rivières Airport,Canada,Trois-Rivières,,,
YRR,,Stuart Island Airstrip,Canada,Big Bay,,,
YRS,CYRS,Red Sucker Lake Airport,Canada,Red Sucker Lake,,,
YRT,CYRT,Rankin Inlet Airport,Canada,Rankin Inlet,,,
YRV,CYRV,Revelstoke Airport,Canada,Revelstoke,,,
YSA,,Sable Island Airport.,Canada,Sable Island,,,
YSB,CYSB,Sudbury Airport,Canada,Sudbury,,,
YSC,CYSC,Sherbrooke Airport,Canada,Sherbrooke,,,
YSE,CYSE,Squamish Airport,Canada,Squamish,,,
YSF,CYSF,Stony Rapids Airport,Canada,Stony Rapids,,,
YSG,CYLK,Lutselk'e Airport,Canada,Lutselk'e,,,
YSH,CYSH,Smiths Falls-Montague (Russ Beach) Airport,Canada,Smiths Falls,,,
YSJ,CYSJ,Saint John Airport,Canada,Saint John,,,
YSK,CYSK,Sanikiluaq Airport,Canada,Sanikiluaq,,,
YSL,CYSL,Saint-Léonard Airport,Canada,Saint-Léonard,,,
YSM,CYSM,Fort Smith Airport,Canada,Fort Smith,,,
YSN,CZAM,Shuswap Regional Airport,Canada,Salmon Arm,,,
YSO,,Postville Airport,Canada,Postville,,,
YSP,CYSP,Marathon Airport,Canada,Marathon,,,
YSQ,ZYSQ,Songyuan Chaganhu Airport,China,Qian Gorlos Mongol Autonomous County,,,
YST,CYST,St. Theresa Point Airport,Canada,St. Theresa Point,,,
YSU,CYSU,Summerside Airport,Canada,Slemon Park,,,
YSY,CYSY,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Canada,Sachs Harbour,,,
YTA,CYTA,Pembroke Airport,Canada,Pembroke,,,
YTD,CZLQ,Thicket Portage Airport,Canada,Thicket Portage,,,
YTE,CYTE,Cape Dorset Airport,Canada,Kinngait,,,
YTF,CYTF,Alma Airport,Canada,Alma,,,
YTH,CYTH,Thompson Airport,Canada,Thompson,,,
YTL,CYTL,Big Trout Lake Airport,Canada,Big Trout Lake,,,
YTM,CYFJ,Mont-Tremblant International Airport,Canada,La Macaza,,,
YTQ,CYTQ,Tasiujaq Airport,Canada,Tasiujaq,,,
YTR,CYTR,CFB Trenton,Canada,Trenton,,,
YTS,CYTS,Timmins/Victor M. Power,Canada,Timmins,,,
YTT,,Tisdale Airport,Canada,Tisdale,,,
YTW,ZWYT,Yutian Wanfang Airport,China,Hotan (Yutian),,,
YTY,ZSYA,Yangzhou Taizhou Airport,China,Yangzhou,,,
YTZ,CYTZ,Billy Bishop Toronto City Airport,Canada,Toronto,,,
YUB,CYUB,Tuktoyaktuk / James Gruben Airport,Canada,Tuktoyaktuk,,,
YUD,CYMU,Umiujaq Airport,Canada,Umiujaq,,,
YUE,YYND,Yuendumu Airport,Australia,,,,
YUL,CYUL,Montreal / Pierre Elliott Trudeau International Airport,Canada,Montréal,,,
YUM,KNYL,Yuma International Airport / Marine Corps Air Station Yuma,United States of America,Yuma,,,
YUS,ZLYS,Yushu Batang Airport,China,Yushu (Batang),,,
YUT,CYUT,Naujaat Airport,Canada,Repulse Bay,,,
YUX,CYUX,Hall Beach Airport,Canada,Sanirajak,,,
YUY,CYUY,Rouyn Noranda Airport,Canada,Rouyn-Noranda,,,
YVB,CYVB,Bonaventure Airport,Canada,Bonaventure,,,
YVC,CYVC,La Ronge Airport,Canada,La Ronge,,,
YVD,AYXE,Yeva Airport,Papua New Guinea,Yeva,,,
YVE,CYVK,Vernon Regional Airport,Canada,Vernon,,,
YVG,CYVG,Vermilion Airport,Canada,Vermilion,,,
YVM,CYVM,Qikiqtarjuaq Airport,Canada,Qikiqtarjuaq,,,
YVO,CYVO,Val-d'Or Airport,Canada,Val-d'Or,,,
YVP,CYVP,Kuujjuaq Airport,Canada,Kuujjuaq,,,
YVQ,CYVQ,Norman Wells Airport,Canada,Norman Wells,,,
YVR,CYVR,Vancouver International Airport,Canada,Vancouver,,,
YVT,CYVT,Buffalo Narrows Airport,Canada,Buffalo Narrows,,,
YVV,CYVV,Wiarton Airport,Canada,Wiarton,,,
YVZ,CYVZ,Deer Lake Airport,Canada,Deer Lake,,,
YWA,CYWA,Petawawa Airport,Canada,Petawawa,,,
YWB,CYKG,Kangiqsujuaq (Wakeham Bay) Airport,Canada,Kangiqsujuaq,,,
YWG,CYWG,Winnipeg / James Armstrong Richardson International Airport,Canada,Winnipeg,,,
YWJ,CYWJ,Déline Airport,Canada,Déline,,,
YWK,CYWK,Wabush Airport,Canada,Wabush,,,
YWL,CYWL,Williams Lake Airport,Canada,Williams Lake,,,
YWM,,Williams Harbour Airport,Canada,Williams Harbour,,,
YWP,CYWP,Webequie Airport,Canada,Webequie,,,
YWY,CYWY,Wrigley Airport,Canada,Wrigley,,,
YXC,CYXC,Cranbrook/Canadian Rockies International Airport,Canada,Cranbrook,,,
YXE,CYXE,Saskatoon John G. Diefenbaker International Airport,Canada,Saskatoon,,,
YXH,CYXH,Medicine Hat Regional Airport,Canada,Medicine Hat,,,
YXJ,CYXJ,Fort St John / North Peace Regional Airport,Canada,Fort Saint John,,,
YXK,CYXK,Rimouski Airport,Canada,Rimouski,,,
YXL,CYXL,Sioux Lookout Airport,Canada,Sioux Lookout,,,
YXN,CYXN,Whale Cove Airport,Canada,Whale Cove,,,
YXP,CYXP,Pangnirtung Airport,Canada,Pangnirtung,,,
YXQ,CYXQ,Beaver Creek Airport,Canada,Beaver Creek,,,
YXR,CYXR,Earlton (Timiskaming Regional) Airport,Canada,Earlton,,,
YXS,CYXS,Prince George (International) Airport,Canada,Prince George,,,
YXT,CYXT,Northwest Regional Airport Terrace-Kitimat,Canada,Terrace,,,
YXU,CYXU,London International Airport,Canada,London,,,
YXX,CYXX,Abbotsford International Airport,Canada,Abbotsford,,,
YXY,CYXY,Whitehorse / Erik Nielsen International Airport,Canada,Whitehorse,,,
YXZ,CYXZ,Wawa Airport,Canada,Wawa,,,
YYA,ZGYY,Yueyang Sanhe Airport,China,Yueyang (Yueyanglou),,,
YYB,CYYB,North Bay Jack Garland Airport,Canada,North Bay,,,
YYC,CYYC,Calgary International Airport,Canada,Calgary,,,
YYD,CYYD,Smithers Airport,Canada,Smithers,,,
YYE,CYYE,Fort Nelson Airport,Canada,Fort Nelson,,,
YYF,CYYF,Penticton Airport,Canada,Penticton,,,
YYG,CYYG,Charlottetown Airport,Canada,Charlottetown,,,
YYH,CYYH,Taloyoak Airport,Canada,Taloyoak,,,
YYJ,CYYJ,Victoria International Airport,Canada,Victoria,,,
YYL,CYYL,Lynn Lake Airport,Canada,Lynn Lake,,,
YYM,CYYM,Cowley Airport,Canada,Cowley,,,
YYN,CYYN,Swift Current Airport,Canada,Swift Current,,,
YYQ,CYYQ,Churchill Airport,Canada,Churchill,,,
YYR,CYYR,Goose Bay Airport,Canada,Goose Bay,,,
YYT,CYYT,St. John's International Airport,Canada,St. John's,,,
YYU,CYYU,Kapuskasing Airport,Canada,Kapuskasing,,,
YYW,CYYW,Armstrong Airport,Canada,Armstrong,,,
YYY,CYYY,Mont Joli Airport,Canada,Mont-Joli,,,
YYZ,CYYZ,Toronto Pearson International Airport,Canada,Toronto,,,
YZA,,Cache Creek-Ashcroft Regional Airport,Canada,Cache Creek,,,
YZE,CYZE,Gore Bay Manitoulin Airport,Canada,Gore Bay,,,
YZF,CYZF,Yellowknife International Airport,Canada,Yellowknife,,,
YZG,CYZG,Salluit Airport,Canada,Salluit,,,
YZH,CYZH,Slave Lake Airport,Canada,Slave Lake,,,
YZP,CYZP,Sandspit Airport,Canada,Sandspit,,,
YZR,CYZR,Chris Hadfield Airport,Canada,Sarnia,,,
YZS,CYZS,Coral Harbour Airport,Canada,Coral Harbour,,,
YZT,CYZT,Port Hardy Airport,Canada,Port Hardy,,,
YZU,CYZU,Whitecourt Airport,Canada,Whitecourt,,,
YZV,CYZV,Sept-Îles Airport,Canada,Sept-Îles,,,
YZW,CYZW,Teslin Airport,Canada,Teslin,,,
YZX,CYZX,CFB Greenwood,Canada,Greenwood,,,
YZY,ZLZY,Zhangye Ganzhou Airport,China,Zhangye (Ganzhou),,,
YZZ,,Trail Regional Airport,Canada,Trail,,,
ZAC,CZAC,York Landing Airport,Canada,York Landing,,,
ZAD,LDZD,Zadar Airport,Croatia,Zadar,,,
ZAG,LDZA,Zagreb Franjo Tuđman International Airport,Croatia,Velika Gorica,,,
ZAH,OIZH,Zahedan International Airport,Iran,Zahedan,,,
ZAL,SCVD,Pichoy Airport,Chile,Valdivia,,,
ZAM,RPMZ,Zamboanga International Airport,Philippines,Zamboanga,,,
ZAO,LFCC,Cahors Lalbenque airport,France,Cahors,,,
ZAR,DNZA,Zaria Airport,Nigeria,Zaria,,,
ZAT,ZPZT,Zhaotong Airport,China,Zhaotong (Zhaoyang),,,
ZAZ,LEZG,Zaragoza Airport,Spain,Zaragoza,,,
ZBE,LKZA,Zábřeh Dolní Benešov Airfield,Czechia,Dolní Benešov,,,
ZBF,CZBF,Bathurst Airport,Canada,South Tetagouche,,,
ZBM,CZBM,Bromont (Roland Désourdy) Airport,Canada,Bromont,,,
ZBO,YBWN,Bowen Airport,Australia,Bowen,,,
ZBR,OIZC,Chabahar Konarak International Airport,Iran,Konarak,,,
ZBY,VLSB,Sayaboury Airport,Laos,Sainyabuli,,,
ZCL,MMZC,General Leobardo C. Ruiz International Airport,Mexico,Zacatecas,,,
ZCN,ETHC,Celle Army Airfield,Germany,Celle,,,
ZCO,SCQP,La Araucanía International Airport,Chile,Temuco,,,
ZDY,OMDL,Delma Airport,United Arab Emirates,Delma Island,,,
ZEC,FASC,Secunda Airport,South Africa,Secunda,,,
ZEG,,Senggo Airport,Indonesia,Senggo-Papua Island,,,
ZEL,CBBC,Bella Bella (Campbell Island) Airport,Canada,Bella Bella,,,
ZEM,CZEM,Eastmain River Airport,Canada,Eastmain River,,,
ZEN,,Zenag Airport,Papua New Guinea,Zenag,,,
ZER,VEZO,Ziro Airport,India,Ziro,,,
ZFA,CZFA,Faro Airport,Canada,Faro,,,
ZFD,CZFD,Fond-du-Lac Airport,Canada,Fond-du-Lac,,,
ZFL,,Zhaosu Tianma Airport,China,Zhaosu,,,
ZFM,CZFM,Fort Mcpherson Airport,Canada,Fort Mcpherson,,,
ZFN,CZFN,Tulita Airport,Canada,Tulita,,,
ZFW,,Fairview Airport,Canada,Fairview,,,
ZGF,CZGF,Grand Forks Airport,Canada,Grand Forks,,,
ZGI,CZGI,Gods River Airport,Canada,Gods River,,,
ZGL,YSGW,South Galway Airport,Australia,,,,
ZGM,FLNA,Ngoma Airport,Zambia,Ngoma,,,
ZGR,CZGR,Little Grand Rapids Airport,Canada,Little Grand Rapids,,,
ZGS,,La Romaine Airport,Canada,Le Golfe-du-Saint-Laurent,,,
ZGU,NVSQ,Gaua Island Airport,Vanuatu,Gaua Island,,,
ZHA,ZGZJ,Zhanjiang Wuchuan International Airport,China,Zhanjiang,,,
ZHI,LSZG,Grenchen Airfield,Switzerland,Grenchen,,,
ZHM,VGSH,Shamshernagar Airport,Bangladesh,Shamshernagar,,,
ZHP,CZHP,High Prairie Airport,Canada,High Prairie,,,
ZHY,ZLZW,Zhongwei Shapotou Airport,China,Zhongwei (Shapotou),,,
ZIA,UUBW,Zhukovsky International Airport,Russia,Moscow,,,
ZIC,SCTO,Victoria Airport,Chile,Victoria,,,
ZIG,GOGG,Ziguinchor Airport,Senegal,Ziguinchor,,,
ZIH,MMZH,Ixtapa-Zihuatanejo International Airport,Mexico,Ixtapa,,,
ZIS,HLZN,Alzintan Airport,Libya,Zintan,,,
ZIX,UEVV,Zhigansk Airport,Russia,Zhigansk,,,
ZJG,CZJG,Jenpeg Airport,Canada,Jenpeg,,,
ZJN,CZJN,Swan River Airport,Canada,Swan River,,,
ZKB,FLKY,Kasaba Bay Airport,Zambia,Kasaba Bay,,,
ZKE,CZKE,Kashechewan Airport,Canada,Kashechewan,,,
ZKG,,Kégashka Airport,Canada,Côte-Nord-du-Golfe-du-Saint-Laurent,,,
ZKL,,Zigong Fengming Airport,China,Zigong (Gongjing),,,
ZKP,UESU,Zyryanka Airport,Russia,Zyryanka,,,
